Heading,List Text,Bold Items,List Links
1850s[edit],"1856: James Harrison produces the world's first practical ice making machine and refrigerator using the principle of vapour compression in Geelong, Australia. [403]",['1856:'],"['/wiki/James_Harrison_(engineer)', '#cite_note-410']"
1850s[edit],"1856: William Henry Perkin invents mauveine , the first synthetic dye .",['1856:'],"['/wiki/William_Henry_Perkin', '/wiki/Mauveine', '/wiki/Synthetic_dye']"
1850s[edit],1857: Heinrich Geissler invents the Geissler tube .,['1857:'],"['/wiki/Heinrich_Geissler', '/wiki/Geissler_tube']"
1850s[edit],"1857: The phonautograph , the earliest known device for recording sound is patented and invented by Frenchman Édouard-Léon Scott de Martinville .",['1857:'],"['/wiki/Phonautograph', '/wiki/%C3%89douard-L%C3%A9on_Scott_de_Martinville']"
1850s[edit],"1859: Gaston Planté invents the lead acid battery , the first rechargeable battery .",['1859:'],"['/wiki/Gaston_Plant%C3%A9', '/wiki/Lead-acid', '/wiki/Rechargeable_battery']"
1860s[edit],1860: Joseph Swan produces carbon fibers . [404],['1860:'],"['/wiki/Joseph_Swan', '/wiki/Carbon_fibers', '#cite_note-411']"
1860s[edit],1864: Louis Pasteur invents the pasteurization process.,['1864:'],"['/wiki/Louis_Pasteur', '/wiki/Pasteurization']"
1860s[edit],1865: Carl Wilhelm Siemens and Pierre-Émile Martin invented the Siemens-Martin process for making steel.,['1865:'],"['/wiki/Carl_Wilhelm_Siemens', '/wiki/Pierre-%C3%89mile_Martin']"
1860s[edit],"1867: Alfred Nobel invents dynamite , the first safely manageable explosive stronger than black powder .",['1867:'],"['/wiki/Alfred_Nobel', '/wiki/Dynamite', '/wiki/Black_powder']"
1860s[edit],"1867: Lucien B. Smith invents barbed wire , which Joseph F. Glidden will modify in 1874, leading to the taming of the West and the end of the cowboys.",['1867:'],"['/wiki/Barbed_wire', '/wiki/Joseph_F._Glidden', '/wiki/American_frontier']"
1870s[edit],"1872: Polyvinyl chloride , more commonly known as vinyl, is synthesized by German chemist Eugen Baumann",['1872:'],"['/wiki/Polyvinyl_chloride', '/wiki/Eugen_Baumann']"
1870s[edit],1872: J.E.T. Woods and J. Clark invented stainless steel . Harry Brearley was the first to commercialize it. [405],['1872:'],"['/wiki/Stainless_steel', '/wiki/Harry_Brearley', '#cite_note-412']"
1870s[edit],1873: Frederick Ransome invents the rotary kiln .,['1873:'],"['/wiki/Frederick_Ransome', '/wiki/Rotary_kiln']"
1870s[edit],"1873: William Crookes , a chemist, invents the Crookes radiometer as the by-product of some chemical research.",['1873:'],"['/wiki/William_Crookes', '/wiki/Crookes_radiometer']"
1870s[edit],"1873: Zénobe Gramme invents the first commercial electrical generator , the Gramme machine .",['1873:'],"['/wiki/Z%C3%A9nobe_Gramme', '/wiki/Electrical_generator', '/wiki/Gramme_machine']"
1870s[edit],1874: Gustave Trouvé invents the first metal detector .,['1874:'],"['/wiki/Gustave_Trouv%C3%A9', '/wiki/Metal_detector']"
1870s[edit],"1875: Fyodor Pirotsky invents the first electric tram near Saint Petersburg, Russia .",['1875:'],"['/wiki/Fyodor_Pirotsky', '/wiki/Electric_tram', '/wiki/Saint_Petersburg,_Russia']"
1870s[edit],1876: Nicolaus August Otto invents the four-stroke cycle .,['1876:'],"['/wiki/Nicolaus_August_Otto', '/wiki/Four-stroke_cycle']"
1870s[edit],"1876: Alexander Graham Bell has a patent granted for the telephone . However, other inventors before Bell had worked on the development of the telephone and the invention had several pioneers. [406]",['1876:'],"['/wiki/Alexander_Graham_Bell', '/wiki/Telephone', '#cite_note-Geisst-413']"
1870s[edit],1877: Thomas Edison invents the first working phonograph . [407],['1877:'],"['/wiki/Thomas_Edison', '/wiki/Phonograph', '#cite_note-414']"
1870s[edit],1878: Henry Fleuss is granted a patent for the first practical rebreather . [408],['1878:'],"['/wiki/Henry_Fleuss', '/wiki/Rebreather', '#cite_note-rebreather_hx-415']"
1870s[edit],1878: Lester Allan Pelton invents the Pelton wheel .,['1878:'],"['/wiki/Lester_Allan_Pelton', '/wiki/Pelton_wheel']"
1870s[edit],"1879: Joseph Swan and Thomas Edison both patent a functional incandescent light bulb . Some two dozen inventors had experimented with electric incandescent lighting over the first three-quarters of the 19th century but never came up with a practical design. [409] Swan's, which he had been working on since the 1860s, had a low resistance so was only suited for small installations. Edison designed a high-resistance bulb as part of a large-scale commercial electric lighting utility. [410] [411] [412]",['1879:'],"['/wiki/Joseph_Swan', '/wiki/Thomas_Edison', '/wiki/Incandescent_light_bulb', '#cite_note-416', '#cite_note-417', '#cite_note-418', '#cite_note-419']"
1880s[edit],"1881: Nikolay Benardos presents carbon arc welding , the first practical arc welding method. [413]",['1881:'],"['/wiki/Nikolay_Benardos', '/wiki/Carbon_arc_welding', '/wiki/Arc_welding', '#cite_note-420']"
1880s[edit],"1884: Hiram Maxim invents the recoil-operated Maxim gun , ushering in the age of semi- and fully automatic firearms.",['1884:'],"['/wiki/Hiram_Maxim', '/wiki/Recoil_operation', '/wiki/Maxim_gun']"
1880s[edit],"1884: Paul Vieille invents Poudre B , the first smokeless powder for firearms.",['1884:'],"['/wiki/Paul_Vieille', '/wiki/Poudre_B', '/wiki/Smokeless_powder']"
1880s[edit],1884: Sir Charles Parsons invents the modern steam turbine .,['1884:'],"['/wiki/Charles_Algernon_Parsons', '/wiki/Steam_turbine']"
1880s[edit],"1884: Hungarian engineers Károly Zipernowsky , Ottó Bláthy and Miksa Déri invent the closed core high efficiency transformer and the AC parallel power distribution.",['1884:'],"['/wiki/K%C3%A1roly_Zipernowsky', '/wiki/Ott%C3%B3_Bl%C3%A1thy', '/wiki/Miksa_D%C3%A9ri']"
1880s[edit],1885: John Kemp Starley invents the modern safety bicycle . [414] [415],['1885:'],"['/wiki/John_Kemp_Starley', '/wiki/Safety_bicycle', '#cite_note-421', '#cite_note-422']"
1880s[edit],"1886: Carl Gassner invents the zinc–carbon battery , the first dry cell battery , making portable electronics practical.",['1886:'],"['/wiki/Carl_Gassner', '/wiki/Zinc%E2%80%93carbon_battery', '/wiki/Dry_cell']"
1880s[edit],1886: Charles Martin Hall and independently Paul Héroult invent the Hall–Héroult process for economically producing aluminum in 1886.,['1886:'],"['/wiki/Charles_Martin_Hall', '/wiki/Paul_H%C3%A9roult', '/wiki/Hall%E2%80%93H%C3%A9roult_process']"
1880s[edit],1886: Karl Benz invents the first petrol or gasoline powered auto-mobile (car). [416],['1886:'],"['/wiki/Karl_Benz', '#cite_note-423']"
1880s[edit],1887: Carl Josef Bayer invents the Bayer process for the production of alumina.,['1887:'],"['/wiki/Carl_Josef_Bayer', '/wiki/Bayer_process']"
1880s[edit],1887: James Blyth invents the first wind turbine used for generating electricity.,['1887:'],"['/wiki/James_Blyth_(engineer)', '/wiki/Wind_turbine']"
1880s[edit],"1887: John Stewart MacArthur , working in collaboration with brothers Dr. Robert and Dr. William Forrest develops the process of gold cyanidation .",['1887:'],"['/wiki/John_Stewart_MacArthur', '/wiki/Gold_cyanidation']"
1880s[edit],1888: John J. Loud invents the ballpoint pen . [417],['1888:'],"['/wiki/John_J._Loud', '/wiki/Ballpoint_pen', '#cite_note-424']"
1880s[edit],1888: Thomas Edison and William Kennedy Dickson invents Kinetoscope . [418],['1888:'],"['/wiki/Thomas_Edison', '/wiki/William_Kennedy_Dickson', '/wiki/Kinetoscope', '#cite_note-425']"
1880s[edit],1888: Heinrich Hertz publishes a conclusive proof of James Clerk Maxwell 's electromagnetic theory in experiments that also demonstrate the existence of radio waves . The effects of electromagnetic waves had been observed by many people before this but no usable theory explaining them existed until Maxwell.,['1888:'],"['/wiki/Heinrich_Hertz', '/wiki/James_Clerk_Maxwell', '/wiki/Radio_wave']"
1880s[edit],"1888: The first practical pneumatic tire was made by Scotsman John Boyd Dunlop , the patent was from 1847 by Robert William Thomson",['1888:'],"['/wiki/Pneumatic_tire', '/wiki/John_Boyd_Dunlop', '/wiki/Robert_William_Thomson']"
1890s[edit],1890s: Frédéric Swarts invents the first chlorofluorocarbons to be applied as refrigerant. [419],['1890s:'],"['/wiki/Fr%C3%A9d%C3%A9ric_Swarts', '/wiki/Chlorofluorocarbon', '#cite_note-Sneader2005-426']"
1890s[edit],1890: Robert Gair would invent the pre-cut cardboard box . [420],['1890:'],"['/wiki/Robert_Gair', '/wiki/Cardboard_box', '#cite_note-427']"
1890s[edit],1891: Whitcomb Judson invents the zipper .,['1891:'],"['/wiki/Whitcomb_Judson', '/wiki/Zipper']"
1890s[edit],1892: Léon Bouly invents the cinematograph .,['1892:'],"['/wiki/L%C3%A9on_Bouly', '/wiki/Cinematograph']"
1890s[edit],1892: Thomas Ahearn invents the electric oven . [421],['1892:'],"['/wiki/Thomas_Ahearn', '/wiki/Electric_stove', '#cite_note-428']"
1890s[edit],1893: Rudolf Diesel invents the diesel engine (although Herbert Akroyd Stuart had experimented with compression ignition before Diesel).,['1893:'],"['/wiki/Rudolf_Diesel', '/wiki/Diesel_engine', '/wiki/Herbert_Akroyd_Stuart']"
1890s[edit],"1893: William Stewart Halsted , invents the rubber glove for his wife Caroline Hampton as he noticed her hands were affected on the daily surgeries she had performed and in order to prevent medical staff from developing dermatitis from surgical chemicals. [422] [423] [424] The first modern disposable glove was invented by Ansell Rubber Co. Pty. Ltd. in 1965. [425] [426] [427]",['1893:'],"['/wiki/William_Stewart_Halsted', '/wiki/Rubber_glove', '/wiki/Caroline_Hampton', '/wiki/Dermatitis', '#cite_note-429', '#cite_note-430', '#cite_note-431', '#cite_note-432', '#cite_note-433', '#cite_note-434']"
1890s[edit],1895: Guglielmo Marconi invents a system of wireless communication using radio waves.,['1895:'],['/wiki/Guglielmo_Marconi']
1890s[edit],1895: Wilhelm Conrad Röntgen invented the first radiograph (xrays).,['1895:'],['/wiki/Wilhelm_Conrad_R%C3%B6ntgen']
1890s[edit],"1897: Surgical masks made of cloth were developed in Europe by physicians Jan Mikulicz-Radecki at the University of Breslau and Paul Berger in Paris, as a result of increasing awareness of germ theory and the importance of antiseptic procedures in medicine. [428]",['1897:'],"['/wiki/Surgical_masks', '/wiki/Jan_Mikulicz-Radecki', '/wiki/University_of_Breslau', '/wiki/Paul_Berger', '#cite_note-435']"
1890s[edit],"1898: Hans von Pechmann synthesizes polyethylene , now the most common plastic in the world. [429]",['1898:'],"['/wiki/Hans_von_Pechmann', '/wiki/Polyethylene', '/wiki/Plastic', '#cite_note-436']"
1890s[edit],1899: Waldemar Jungner invents the rechargeable nickel-cadmium battery (NiCd) as well as the nickel-iron electric storage battery (NiFe) and the rechargeable alkaline silver-cadmium battery (AgCd),['1899:'],"['/wiki/Waldemar_Jungner', '/wiki/Nickel-cadmium_battery', '/wiki/Nickel-iron_battery', '/wiki/Silver-cadmium_battery']"
20th century[edit],1900: The first Zeppelin is designed by Theodor Kober .,['1900:'],"['/wiki/Zeppelin', '/wiki/Theodor_Kober']"
20th century[edit],"1901: The first motorized cleaner using suction, a powered "" vacuum cleaner "", is patented independently by Hubert Cecil Booth and David T. Kenney . [430]",['1901:'],"['/wiki/Vacuum_cleaner', '/wiki/Hubert_Cecil_Booth', '/wiki/David_T._Kenney', '#cite_note-437']"
20th century[edit],1903: The first successful gas turbine is invented by Ægidius Elling .,['1903:'],"['/wiki/Gas_turbine', '/wiki/%C3%86gidius_Elling']"
20th century[edit],1903: Édouard Bénédictus invents laminated glass .,['1903:'],['/wiki/Laminated_glass']
20th century[edit],"1903: First sustained and controlled heavier-than-air powered flight achieved by an airplane flown at Kitty Hawk, North Carolina by Orville and Wilbur Wright . See Claims to the first powered flight .",['1903:'],"['/wiki/Airplane', '/wiki/Kitty_Hawk,_North_Carolina', '/wiki/Orville_and_Wilbur_Wright', '/wiki/Claims_to_the_first_powered_flight']"
20th century[edit],"1904: The Fleming valve , the first vacuum tube and diode , is invented by John Ambrose Fleming .",['1904:'],"['/wiki/Fleming_valve', '/wiki/Vacuum_tube', '/wiki/Diode', '/wiki/John_Ambrose_Fleming']"
20th century[edit],1907: The first free flight of a rotary-wing aircraft is carried out by Paul Cornu .,['1907:'],['/wiki/Paul_Cornu']
20th century[edit],"1907: Leo Baekeland invents bakelite ,  the first plastic made from synthetic components.",['1907:'],"['/wiki/Leo_Baekeland', '/wiki/Bakelite', '/wiki/Plastic']"
20th century[edit],1907: The tuyères thermopropulsives [431] after 1945 ( Maurice Roy (fr) ) known as the statoreacteur [431] [432] a combustion subsonique (the ramjet ) [433] – R. Lorin [434] [435] [436],['1907:'],"['#cite_note-Peter-438', 'https://fr.wikipedia.org/wiki/Maurice_Roy_(professeur)', '#cite_note-Peter-438', '#cite_note-439', '/wiki/Ramjet', '#cite_note-440', '/wiki/Ren%C3%A9_Lorin', '#cite_note-Lorin-441', '#cite_note-442', '#cite_note-443']"
20th century[edit],1908: Cellophane is invented by Jacques E. Brandenberger .,['1908:'],"['/wiki/Cellophane', '/wiki/Jacques_E._Brandenberger']"
20th century[edit],1909: Fritz Haber invents the Haber process .,['1909:'],"['/wiki/Fritz_Haber', '/wiki/Haber_process']"
20th century[edit],"1909: The first instantaneous transmission of images, or television broadcast, is carried out by Georges Rignoux and A. Fournier.",['1909:'],"['/wiki/Television', '/w/index.php?title=Georges_Rignoux&action=edit&redlink=1']"
1900s[edit],1900: The first Zeppelin is designed by Theodor Kober .,['1900:'],"['/wiki/Zeppelin', '/wiki/Theodor_Kober']"
1900s[edit],"1901: The first motorized cleaner using suction, a powered "" vacuum cleaner "", is patented independently by Hubert Cecil Booth and David T. Kenney . [430]",['1901:'],"['/wiki/Vacuum_cleaner', '/wiki/Hubert_Cecil_Booth', '/wiki/David_T._Kenney', '#cite_note-437']"
1900s[edit],1903: The first successful gas turbine is invented by Ægidius Elling .,['1903:'],"['/wiki/Gas_turbine', '/wiki/%C3%86gidius_Elling']"
1900s[edit],1903: Édouard Bénédictus invents laminated glass .,['1903:'],['/wiki/Laminated_glass']
1900s[edit],"1903: First sustained and controlled heavier-than-air powered flight achieved by an airplane flown at Kitty Hawk, North Carolina by Orville and Wilbur Wright . See Claims to the first powered flight .",['1903:'],"['/wiki/Airplane', '/wiki/Kitty_Hawk,_North_Carolina', '/wiki/Orville_and_Wilbur_Wright', '/wiki/Claims_to_the_first_powered_flight']"
1900s[edit],"1904: The Fleming valve , the first vacuum tube and diode , is invented by John Ambrose Fleming .",['1904:'],"['/wiki/Fleming_valve', '/wiki/Vacuum_tube', '/wiki/Diode', '/wiki/John_Ambrose_Fleming']"
1900s[edit],1907: The first free flight of a rotary-wing aircraft is carried out by Paul Cornu .,['1907:'],['/wiki/Paul_Cornu']
1900s[edit],"1907: Leo Baekeland invents bakelite ,  the first plastic made from synthetic components.",['1907:'],"['/wiki/Leo_Baekeland', '/wiki/Bakelite', '/wiki/Plastic']"
1900s[edit],1907: The tuyères thermopropulsives [431] after 1945 ( Maurice Roy (fr) ) known as the statoreacteur [431] [432] a combustion subsonique (the ramjet ) [433] – R. Lorin [434] [435] [436],['1907:'],"['#cite_note-Peter-438', 'https://fr.wikipedia.org/wiki/Maurice_Roy_(professeur)', '#cite_note-Peter-438', '#cite_note-439', '/wiki/Ramjet', '#cite_note-440', '/wiki/Ren%C3%A9_Lorin', '#cite_note-Lorin-441', '#cite_note-442', '#cite_note-443']"
1900s[edit],1908: Cellophane is invented by Jacques E. Brandenberger .,['1908:'],"['/wiki/Cellophane', '/wiki/Jacques_E._Brandenberger']"
1900s[edit],1909: Fritz Haber invents the Haber process .,['1909:'],"['/wiki/Fritz_Haber', '/wiki/Haber_process']"
1900s[edit],"1909: The first instantaneous transmission of images, or television broadcast, is carried out by Georges Rignoux and A. Fournier.",['1909:'],"['/wiki/Television', '/w/index.php?title=Georges_Rignoux&action=edit&redlink=1']"
1910s[edit],"1911: The cloud chamber , the first particle detector , is invented by Charles Thomson Rees Wilson .",['1911:'],"['/wiki/Cloud_chamber', '/wiki/Particle_detector', '/wiki/Charles_Thomson_Rees_Wilson']"
1910s[edit],1912: The first commercial slot cars or more accurately model electric racing cars operating under constant power were made by Lionel (USA) and appeared in their catalogues in 1912. They drew power from a toy train rail sunk in a trough that was connected to a battery.,['1912:'],[]
1910s[edit],1912: The first use of articulated trams by Boston Elevated Railway .,['1912:'],"['/wiki/Tram', '/wiki/Boston_Elevated_Railway']"
1910s[edit],1913: The Bergius process is developed by Friedrich Bergius .,['1913:'],"['/wiki/Bergius_process', '/wiki/Friedrich_Bergius']"
1910s[edit],1913: The Kaplan turbine is invented by Viktor Kaplan .,['1913:'],"['/wiki/Kaplan_turbine', '/wiki/Viktor_Kaplan']"
1910s[edit],"1915: Harry Brearley invents a process to create Martensitic stainless steel , initially labelled Rustless Steel, later marketed as Staybrite, and AISI Type 420. [437]",['1915:'],"['/wiki/Harry_Brearley', '/wiki/Martensitic_stainless_steel', '#cite_note-NYT-444']"
1910s[edit],"1915: The first operational military tanks are designed in Great Britain and France. They are used in battle from 1916 and 1917 respectively. The designers in Great Britain are Walter Wilson and William Tritton and in France, Eugène Brillié . (Although it is known that vehicles incorporating at least some of the features of the tank were designed in a number of countries from 1903 onward, none reached a practical form.)",['1915:'],"['/wiki/Tanks', '/wiki/Walter_Gordon_Wilson', '/wiki/William_Tritton', '/wiki/Eug%C3%A8ne_Brilli%C3%A9']"
1910s[edit],"1916: The Czochralski process , widely used for the production of single crystal silicon , is invented by Jan Czochralski .",['1916:'],"['/wiki/Czochralski_process', '/wiki/Silicon', '/wiki/Jan_Czochralski']"
1910s[edit],1917: The crystal oscillator is invented by Alexander M. Nicholson using a crystal of Rochelle Salt although his priority was disputed by Walter Guyton Cady .,['1917:'],"['/wiki/Crystal_oscillator', '/wiki/Alexander_M._Nicholson', '/wiki/Rochelle_Salt', '/wiki/Walter_Guyton_Cady']"
1920s[edit],1925: The Fischer–Tropsch process is developed by Franz Fischer and Hans Tropsch at the Kaiser-Wilhelm-Institut für Kohlenforschung .,['1925:'],"['/wiki/Fischer%E2%80%93Tropsch_process', '/wiki/Franz_Joseph_Emil_Fischer', '/wiki/Hans_Tropsch', '/wiki/Max_Planck_Institute_for_Coal_Research']"
1920s[edit],"1926: The Yagi-Uda Antenna or simply Yagi Antenna is invented by Shintaro Uda of Tohoku Imperial University , assisted by his colleague Hidetsugu Yagi . The Yagi Antenna was widely used during World War II . After the war they saw extensive development as home television antennas .",['1926:'],"['/wiki/Yagi-Uda_Antenna', '/wiki/Shintaro_Uda', '/wiki/Tohoku_Imperial_University', '/wiki/Hidetsugu_Yagi', '/wiki/World_War_II', '/wiki/Television_antennas']"
1920s[edit],1926: Robert H. Goddard launches the first liquid fueled rocket .,['1926:'],"['/wiki/Robert_H._Goddard', '/wiki/Bipropellant_rocket']"
1920s[edit],"1926: Harry Ferguson , patents the Three-point hitch equipment linkage system for tractors. [438]",['1926:'],"['/wiki/Harry_Ferguson', '/wiki/Three-point_hitch', '#cite_note-445']"
1920s[edit],1926: John Logie Baird demonstrates the world's first live working television system. [439] [440] [441],['1926:'],"['/wiki/John_Logie_Baird', '/wiki/Mechanical_television', '#cite_note-446', '#cite_note-Telegraph-447', '#cite_note-448']"
1920s[edit],1927: The quartz clock is invented by Warren Marrison and J.W. Horton at Bell Telephone Laboratories . [442],['1927:'],"['/wiki/Quartz_clock', '/wiki/Bell_Telephone_Laboratories', '#cite_note-449']"
1920s[edit],"1928: Penicillin is first observed to exude antibiotic substances by Nobel laureate Alexander Fleming . Development of medicinal penicillin is attributed to a team of medics and scientists including Howard Walter Florey , Ernst Chain and Norman Heatley .",['1928:'],"['/wiki/Penicillin', '/wiki/Alexander_Fleming', '/wiki/Howard_Walter_Florey', '/wiki/Ernst_Chain', '/wiki/Norman_Heatley']"
1920s[edit],"1928: Frank Whittle formally submitted his ideas for a turbo-jet engine. In October 1929, he developed his ideas further. [443] On 16 January 1930, Whittle submitted his first patent (granted in 1932). [444] [445]",['1928:'],"['/wiki/Frank_Whittle', '#cite_note-450', '#cite_note-451', '#cite_note-auto-452']"
1920s[edit],1928: Philo Farnsworth demonstrates the first practical electronic television to the press.,['1928:'],"['/wiki/Philo_Farnsworth', '/wiki/Electronic_television']"
1920s[edit],1929: The ball screw is invented by Rudolph G. Boehm.,['1929:'],['/wiki/Ball_screw']
1930s[edit],1930: The Supersonic combusting ramjet — Frank Whittle . [446],['1930:'],"['/wiki/Supersonic_combusting_ramjet', '/wiki/Frank_Whittle', '#cite_note-453']"
1930s[edit],1930: The Phase-contrast microscopy is invented by Frits Zernike .,['1930:'],"['/wiki/Phase-contrast_microscopy', '/wiki/Frits_Zernike']"
1930s[edit],1931: The electron microscope is invented by Ernst Ruska .,['1931:'],"['/wiki/Electron_microscope', '/wiki/Ernst_Ruska']"
1930s[edit],1933: FM radio is patented by inventor Edwin H. Armstrong .,['1933:'],"['/wiki/FM_radio', '/wiki/Edwin_H._Armstrong']"
1930s[edit],"1933: Harry C. Jennings Sr. and his disabled friend Herbert Everest , both mechanical engineers , invented the first lightweight, steel, folding, portable wheelchair with their ""X-brace"" design. [447] [448]",['1933:'],"['/wiki/Everest_and_Jennings', '/wiki/Mechanical_engineer', '/wiki/Wheelchair', '#cite_note-454', '#cite_note-455']"
1930s[edit],"1935: Nylon , the first fully synthetic fiber is produced by Wallace Carothers while working at DuPont . [449]",['1935:'],"['/wiki/Nylon', '/wiki/Synthetic_fiber', '/wiki/Wallace_Carothers', '/wiki/DuPont', '#cite_note-Carothers-456']"
1930s[edit],"1938: Z1 , built by Konrad Zuse , is the first freely programmable computer in the world.",['1938:'],"['/wiki/Z1_(computer)', '/wiki/Konrad_Zuse', '/wiki/Computer']"
1930s[edit],"1938: Nuclear fission discovered in experiment by chemists Otto Hahn and Fritz Strassmann and physicists Lise Meitner and Otto Robert Frisch . The German nuclear energy project was based on this research. The Tube Alloys project and, subsequently, the Manhattan Project and the Soviet atomic bomb project were influenced by this research.",['1938:'],"['/wiki/Nuclear_fission', '/wiki/Otto_Hahn', '/wiki/Fritz_Strassmann', '/wiki/Lise_Meitner', '/wiki/Otto_Robert_Frisch', '/wiki/German_nuclear_energy_project', '/wiki/Tube_Alloys', '/wiki/Manhattan_Project', '/wiki/Soviet_atomic_bomb_project']"
1930s[edit],1939: G. S. Yunyev or Naum Gurvich invented the electric current defibrillator,['1939:'],"['/wiki/Naum_Gurvich', '/wiki/Defibrillation#Direct_current_method']"
1940s[edit],1940: Pu-239 isotope (isotope of plutonium ) [450] [451] a form of matter existing with the capacity for use as a destructive element [452] (because the isotope has an exponentially increasing [450] spontaneous [453] fissile decay [454] ) within nuclear devices — Glenn Seaborg . [451],['1940:'],"['/wiki/Isotopes_of_plutonium#Notable_isotopes', '/wiki/Plutonium', '#cite_note-t2-457', '#cite_note-t3-458', '#cite_note-459', '#cite_note-t2-457', '#cite_note-460', '/wiki/Spontaneous_fission', '#cite_note-461', '/wiki/Nuclear_devices', '/wiki/Glenn_Seaborg', '#cite_note-t3-458']"
1940s[edit],"1940: John Randall and Harry Boot would develop the high power, microwave generating, cavity magnetron , later applied to commercial Radar and Microwave oven appliances. [455]",['1940:'],"['/wiki/John_Randall_(physicist)', '/wiki/Harry_Boot', '/wiki/Cavity_magnetron', '/wiki/Radar', '/wiki/Microwave_oven', '#cite_note-462']"
1940s[edit],1941: Polyester is invented by John Rex Whinfield and James Dickson. [456],['1941:'],"['/wiki/Polyester', '/wiki/John_Rex_Whinfield', '#cite_note-463']"
1940s[edit],"1942: The V-2 rocket , the world's first long range ballistic missile , developed by engineer Wernher von Braun .",['1942:'],"['/wiki/V-2_rocket', '/wiki/Ballistic_missile', '/wiki/Wernher_von_Braun']"
1940s[edit],1944: The non-infectious viral vaccine is perfected by Dr. Jonas Salk and Thomas Francis. [457],['1944:'],['#cite_note-464']
1940s[edit],"1945: The atomic bomb is developed by the Manhattan Project and swiftly deployed in August 1945 in the atomic bombings of Hiroshima and Nagasaki , effectively ending World War II .",['1945:'],"['/wiki/Manhattan_Project', '/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki', '/wiki/World_War_II']"
1940s[edit],"1945: Percy Spencer , while employed at Raytheon , would patent a magnetron based microwave oven . [458]",['1945:'],"['/wiki/Percy_Spencer', '/wiki/Raytheon', '/wiki/Microwave_oven', '#cite_note-465']"
1940s[edit],"1945: Willard Libby began his work on radiocarbon dating . He published his paper in 1946, [459] [460] a second paper in Science in 1947. [459] [461] Libby and James Arnold succeeded with the radiocarbon dating theory after results were published in Science in December 1949. [462] [463]",['1945:'],"['/wiki/Willard_Libby', '/wiki/Radiocarbon_dating', '#cite_note-Bowman_9-466', '#cite_note-467', '/wiki/Science_(journal)', '#cite_note-Bowman_9-466', '#cite_note-Anderson_1947-468', '/wiki/James_R._Arnold', '#cite_note-libby49-469', '#cite_note-Aitken_60-470']"
1940s[edit],"1946: James Martin invents the ejector seat , inspired by the death of his friend and test pilot Captain Valentine Baker in an aeroplane crash in 1942.",['1946:'],"['/wiki/James_Martin_(engineer)', '/wiki/Ejector_seat', '/wiki/Valentine_Baker_(pilot)']"
1940s[edit],1947: Holography is invented by Dennis Gabor .,['1947:'],"['/wiki/Holography', '/wiki/Dennis_Gabor']"
1940s[edit],1947: Floyd Farris and J.B. Clark ( Stanolind Oil and Gas Corporation ) invents hydraulic fracturing technology. [464],['1947:'],"['/wiki/Stanolind_Oil_and_Gas_Corporation', '/wiki/Hydraulic_fracturing', '#cite_note-Hubbarb-471']"
1940s[edit],"1947: The first transistor , a bipolar point-contact transistor , is invented by John Bardeen and Walter Brattain under the supervision of William Shockley at Bell Labs .",['1947:'],"['/wiki/Transistor', '/wiki/Point-contact_transistor', '/wiki/John_Bardeen', '/wiki/Walter_Brattain', '/wiki/William_Shockley', '/wiki/Bell_Labs']"
1940s[edit],1948: The first atomic clock is developed at the National Bureau of Standards .,['1948:'],"['/wiki/Atomic_clock', '/wiki/National_Bureau_of_Standards']"
1940s[edit],"1948: Basic oxygen steelmaking is developed by Robert Durrer . The vast majority of steel manufactured in the world is produced using the basic oxygen furnace; in 2000, it accounted for 60% of global steel output. [465]",['1948:'],"['/wiki/Basic_oxygen_steelmaking', '/wiki/Robert_Durrer', '#cite_note-S978-472']"
1950s[edit],"1950: Bertie the Brain , debatably the first video game , is displayed to the public at the Canadian National Exhibition .",['1950:'],"['/wiki/Bertie_the_Brain', '/wiki/Video_game', '/wiki/Canadian_National_Exhibition']"
1950s[edit],1950: The Toroidal chamber with axial magnetic fields (the Tokamak ) is developed by Igor E. Tamm and Andrei D. Sakharov . [466],['1950:'],"['/wiki/Tokamak', '/wiki/Igor_E._Tamm', '/wiki/Andrei_D._Sakharov', '#cite_note-473']"
1950s[edit],1952: The float glass process is developed by Alastair Pilkington . [467],['1952:'],"['/wiki/Float_glass', '/wiki/Alastair_Pilkington', '#cite_note-474']"
1950s[edit],1952: The first thermonuclear weapon is developed.,['1952:'],['/wiki/Thermonuclear_weapon']
1950s[edit],"1953: The first video tape recorder , a helical scan recorder, is invented by Norikazu Sawazaki.",['1953:'],['/wiki/Video_tape_recorder']
1950s[edit],"1954: Invention of the solar battery by Bell Telephone scientists, Calvin Souther Fuller , Daryl Chapin and Gerald Pearson capturing the Sun's power. First practical means of collecting energy from the Sun and turning it into a current of electricity.",['1954:'],['/wiki/Calvin_Souther_Fuller']
1950s[edit],1955: The hovercraft is patented by Christopher Cockerell .,['1955:'],"['/wiki/Hovercraft', '/wiki/Christopher_Cockerell']"
1950s[edit],1955: The intermodal container is developed by Malcom McLean .,['1955:'],"['/wiki/Intermodal_container', '/wiki/Malcom_McLean']"
1950s[edit],1956: The hard disk drive is invented by IBM . [468],['1956:'],"['/wiki/Hard_disk_drive', '/wiki/IBM', '#cite_note-475']"
